File 			 Kernel 			 Threads 			 Time(s)
720p/southpark720.jpg		11				768				0.6257
720p/southpark720.jpg		11				960				0.7248
720p/southpark720.jpg		13				48				2.7340
720p/southpark720.jpg		13				96				2.2116
720p/southpark720.jpg		13				192				1.4283
720p/southpark720.jpg		13				384				1.1391
720p/southpark720.jpg		13				576				1.1367
720p/southpark720.jpg		13				768				0.7934
720p/southpark720.jpg		13				960				0.9327
720p/southpark720.jpg		15				48				3.5723
720p/southpark720.jpg		15				96				2.8706
720p/southpark720.jpg		15				192				1.8205
720p/southpark720.jpg		15				384				1.4456
720p/southpark720.jpg		15				576				1.4439
720p/southpark720.jpg		15				768				0.9886
720p/southpark720.jpg		15				960				1.1779
720p/watchmen720.jpg		3				48				0.3803
720p/watchmen720.jpg		3				96				0.3478
720p/watchmen720.jpg		3				192				0.2911
720p/watchmen720.jpg		3				384				0.2609
720p/watchmen720.jpg		3				576				0.2618
720p/watchmen720.jpg		3				768				0.2401
720p/watchmen720.jpg		3				960				0.2447
720p/watchmen720.jpg		5				48				0.6236
720p/watchmen720.jpg		5				96				0.5451
720p/watchmen720.jpg		5				192				0.4119
720p/watchmen720.jpg		5				384				0.3496
720p/watchmen720.jpg		5				576				0.3488
720p/watchmen720.jpg		5				768				0.2949
720p/watchmen720.jpg		5				960				0.3127
720p/watchmen720.jpg		7				48				0.9725
720p/watchmen720.jpg		7				96				0.8304
720p/watchmen720.jpg		7				192				0.5844
720p/watchmen720.jpg		7				384				0.4827
720p/watchmen720.jpg		7				576				0.4817
720p/watchmen720.jpg		7				768				0.3776
720p/watchmen720.jpg		7				960				0.4192
720p/watchmen720.jpg		9				48				1.4366
720p/watchmen720.jpg		9				96				1.2079
720p/watchmen720.jpg		9				192				0.8120
720p/watchmen720.jpg		9				384				0.6569
720p/watchmen720.jpg		9				576				0.6549
720p/watchmen720.jpg		9				768				0.4867
720p/watchmen720.jpg		9				960				0.5526
720p/watchmen720.jpg		11				48				2.0167
720p/watchmen720.jpg		11				96				1.6644
720p/watchmen720.jpg		11				192				1.0924
720p/watchmen720.jpg		11				384				0.8783
720p/watchmen720.jpg		11				576				0.8766
720p/watchmen720.jpg		11				768				0.6290
720p/watchmen720.jpg		11				960				0.7263
720p/watchmen720.jpg		13				48				2.7334
720p/watchmen720.jpg		13				96				2.2123
720p/watchmen720.jpg		13				192				1.4290
720p/watchmen720.jpg		13				384				1.1443
720p/watchmen720.jpg		13				576				1.1407
720p/watchmen720.jpg		13				768				0.7939
720p/watchmen720.jpg		13				960				0.9349
720p/watchmen720.jpg		15				48				3.5764
720p/watchmen720.jpg		15				96				2.8815
720p/watchmen720.jpg		15				192				1.8232
720p/watchmen720.jpg		15				384				1.4480
720p/watchmen720.jpg		15				576				1.4441
720p/watchmen720.jpg		15				768				0.9898
720p/watchmen720.jpg		15				960				1.1778
720p/zapdos720.jpg		3				48				0.3970
720p/zapdos720.jpg		3				96				0.3626
720p/zapdos720.jpg		3				192				0.3092
720p/zapdos720.jpg		3				384				0.2735
720p/zapdos720.jpg		3				576				0.2733
720p/zapdos720.jpg		3				768				0.2518
720p/zapdos720.jpg		3				960				0.2582
720p/zapdos720.jpg		5				48				0.6378
720p/zapdos720.jpg		5				96				0.5587
720p/zapdos720.jpg		5				192				0.4343
720p/zapdos720.jpg		5				384				0.3905
720p/zapdos720.jpg		5				576				0.3674
720p/zapdos720.jpg		5				768				0.3086
720p/zapdos720.jpg		5				960				0.3325
720p/zapdos720.jpg		7				48				0.9876
720p/zapdos720.jpg		7				96				0.8623
720p/zapdos720.jpg		7				192				0.5967
720p/zapdos720.jpg		7				384				0.4938
720p/zapdos720.jpg		7				576				0.4930
720p/zapdos720.jpg		7				768				0.3895
720p/zapdos720.jpg		7				960				0.4317
720p/zapdos720.jpg		9				48				1.4470
720p/zapdos720.jpg		9				96				1.2192
720p/zapdos720.jpg		9				192				0.8253
720p/zapdos720.jpg		9				384				0.6711
720p/zapdos720.jpg		9				576				0.6684
720p/zapdos720.jpg		9				768				0.5031
720p/zapdos720.jpg		9				960				0.5726
720p/zapdos720.jpg		11				48				2.0342
