File 			 Kernel 			 Threads 			 Time(s)
4K/truedetective.jpg		7				48				7.4700
4K/truedetective.jpg		7				96				5.9100
4K/truedetective.jpg		7				192				4.0245
4K/truedetective.jpg		7				384				3.0667
4K/truedetective.jpg		7				576				2.4488
4K/truedetective.jpg		7				768				2.1469
4K/truedetective.jpg		7				960				2.5187
4K/truedetective.jpg		9				48				11.5696
4K/truedetective.jpg		9				96				9.1788
4K/truedetective.jpg		9				192				6.1255
4K/truedetective.jpg		9				384				4.6542
4K/truedetective.jpg		9				576				3.6511
4K/truedetective.jpg		9				768				3.1797
4K/truedetective.jpg		9				960				3.7930
4K/truedetective.jpg		11				48				16.6726
4K/truedetective.jpg		11				96				13.3191
4K/truedetective.jpg		11				192				8.7107
4K/truedetective.jpg		11				384				6.6429
4K/truedetective.jpg		11				576				5.1644
4K/truedetective.jpg		11				768				4.4553
4K/truedetective.jpg		11				960				5.3736
4K/truedetective.jpg		13				48				22.9890
4K/truedetective.jpg		13				96				18.2203
4K/truedetective.jpg		13				192				11.7473
4K/truedetective.jpg		13				384				9.0154
4K/truedetective.jpg		13				576				6.9604
4K/truedetective.jpg		13				768				5.9757
4K/truedetective.jpg		13				960				7.2687
4K/truedetective.jpg		15				48				30.6748
4K/truedetective.jpg		15				96				23.8631
4K/truedetective.jpg		15				192				15.2575
4K/truedetective.jpg		15				384				11.7875
4K/truedetective.jpg		15				576				9.0708
4K/truedetective.jpg		15				768				7.7695
4K/truedetective.jpg		15				960				9.4961
4K/Ultron.jpg		3				48				2.3099
4K/Ultron.jpg		3				96				1.9105
4K/Ultron.jpg		3				192				1.4283
4K/Ultron.jpg		3				384				1.1227
4K/Ultron.jpg		3				576				0.9750
4K/Ultron.jpg		3				768				0.9094
4K/Ultron.jpg		3				960				0.9794
4K/Ultron.jpg		5				48				4.6014
4K/Ultron.jpg		5				96				3.6931
4K/Ultron.jpg		5				192				2.5849
4K/Ultron.jpg		5				384				1.9759
4K/Ultron.jpg		5				576				1.6210
4K/Ultron.jpg		5				768				1.4534
4K/Ultron.jpg		5				960				1.6506
4K/Ultron.jpg		7				48				7.9420
4K/Ultron.jpg		7				96				6.2844
4K/Ultron.jpg		7				192				4.2744
4K/Ultron.jpg		7				384				3.2485
4K/Ultron.jpg		7				576				2.5875
4K/Ultron.jpg		7				768				2.2753
4K/Ultron.jpg		7				960				2.6614
4K/Ultron.jpg		9				48				12.3315
4K/Ultron.jpg		9				96				9.8035
4K/Ultron.jpg		9				192				6.5096
4K/Ultron.jpg		9				384				4.9462
4K/Ultron.jpg		9				576				3.8711
4K/Ultron.jpg		9				768				3.3753
4K/Ultron.jpg		9				960				4.0240
4K/Ultron.jpg		11				48				17.8171
4K/Ultron.jpg		11				96				14.2125
4K/Ultron.jpg		11				192				9.2633
4K/Ultron.jpg		11				384				7.0630
4K/Ultron.jpg		11				576				5.4841
4K/Ultron.jpg		11				768				4.7348
4K/Ultron.jpg		11				960				5.7083
4K/Ultron.jpg		13				48				24.6917
4K/Ultron.jpg		13				96				19.4166
4K/Ultron.jpg		13				192				12.5017
4K/Ultron.jpg		13				384				9.5906
4K/Ultron.jpg		13				576				7.4036
4K/Ultron.jpg		13				768				6.3641
4K/Ultron.jpg		13				960				7.7317
4K/Ultron.jpg		15				48				32.8676
4K/Ultron.jpg		15				96				25.4289
4K/Ultron.jpg		15				192				16.2778
4K/Ultron.jpg		15				384				12.5504
4K/Ultron.jpg		15				576				9.6595
4K/Ultron.jpg		15				768				8.2793
4K/Ultron.jpg		15				960				10.1096
4K/wallpaper.jpg		3				48				2.1969
4K/wallpaper.jpg		3				96				1.8188
4K/wallpaper.jpg		3				192				1.3614
4K/wallpaper.jpg		3				384				1.0783
4K/wallpaper.jpg		3				576				0.9400
4K/wallpaper.jpg		3				768				0.8765
4K/wallpaper.jpg		3				960				0.9427
4K/wallpaper.jpg		5				48				4.3376
4K/wallpaper.jpg		5				96				3.4836
4K/wallpaper.jpg		5				192				2.4372
4K/wallpaper.jpg		5				384				1.8795
4K/wallpaper.jpg		5				576				1.5446
4K/wallpaper.jpg		5				768				1.3850
4K/wallpaper.jpg		5				960				1.5736
4K/wallpaper.jpg		7				48				7.4712
4K/wallpaper.jpg		7				96				5.9113
4K/wallpaper.jpg		7				192				4.0293
4K/wallpaper.jpg		7				384				3.0720
4K/wallpaper.jpg		7				576				2.4506
4K/wallpaper.jpg		7				768				2.1516
4K/wallpaper.jpg		7				960				2.5231
4K/wallpaper.jpg		9				48				11.5725
4K/wallpaper.jpg		9				96				9.1814
4K/wallpaper.jpg		9				192				6.1291
4K/wallpaper.jpg		9				384				4.6587
4K/wallpaper.jpg		9				576				3.6535
4K/wallpaper.jpg		9				768				3.1815
4K/wallpaper.jpg		9				960				3.7965
4K/wallpaper.jpg		11				48				16.6790
4K/wallpaper.jpg		11				96				13.3234
4K/wallpaper.jpg		11				192				8.7143
4K/wallpaper.jpg		11				384				6.6477
4K/wallpaper.jpg		11				576				5.1654
4K/wallpaper.jpg		11				768				4.4571
4K/wallpaper.jpg		11				960				5.3792
4K/wallpaper.jpg		13				48				22.9892
4K/wallpaper.jpg		13				96				18.2243
4K/wallpaper.jpg		13				192				11.7519
4K/wallpaper.jpg		13				384				9.0192
4K/wallpaper.jpg		13				576				6.9635
4K/wallpaper.jpg		13				768				5.9811
4K/wallpaper.jpg		13				960				7.2734
4K/wallpaper.jpg		15				48				30.6793
4K/wallpaper.jpg		15				96				23.8647
4K/wallpaper.jpg		15				192				15.2619
4K/wallpaper.jpg		15				384				11.7910
4K/wallpaper.jpg		15				576				9.0777
4K/wallpaper.jpg		15				768				7.7714
4K/wallpaper.jpg		15				960				9.4990
4K/Wolf.jpg		3				48				2.3249
4K/Wolf.jpg		3				96				1.9155
4K/Wolf.jpg		3				192				1.4366
4K/Wolf.jpg		3				384				1.1299
4K/Wolf.jpg		3				576				0.9834
4K/Wolf.jpg		3				768				0.9166
4K/Wolf.jpg		3				960				0.9878
4K/Wolf.jpg		5				48				4.6106
4K/Wolf.jpg		5				96				3.7037
4K/Wolf.jpg		5				192				2.5895
4K/Wolf.jpg		5				384				1.9862
4K/Wolf.jpg		5				576				1.6253
4K/Wolf.jpg		5				768				1.4605
4K/Wolf.jpg		5				960				1.6630
4K/Wolf.jpg		7				48				7.9521
4K/Wolf.jpg		7				96				6.2948
4K/Wolf.jpg		7				192				4.2834
4K/Wolf.jpg		7				384				3.2552
4K/Wolf.jpg		7				576				2.5954
4K/Wolf.jpg		7				768				2.2781
4K/Wolf.jpg		7				960				2.6707
4K/Wolf.jpg		9				48				12.3478
4K/Wolf.jpg		9				96				9.8093
4K/Wolf.jpg		9				192				6.5184
4K/Wolf.jpg		9				384				4.9503
4K/Wolf.jpg		9				576				3.8789
4K/Wolf.jpg		9				768				3.3805
4K/Wolf.jpg		9				960				4.0327
4K/Wolf.jpg		11				48				17.8237
4K/Wolf.jpg		11				96				14.2179
4K/Wolf.jpg		11				192				9.2721
4K/Wolf.jpg		11				384				7.0676
4K/Wolf.jpg		11				576				5.4912
4K/Wolf.jpg		11				768				4.7420
4K/Wolf.jpg		11				960				5.7177
4K/Wolf.jpg		13				48				24.6991
4K/Wolf.jpg		13				96				19.4239
4K/Wolf.jpg		13				192				12.5079
4K/Wolf.jpg		13				384				9.5998
4K/Wolf.jpg		13				576				7.4113
4K/Wolf.jpg		13				768				6.3716
4K/Wolf.jpg		13				960				7.7408
4K/Wolf.jpg		15				48				32.8737
4K/Wolf.jpg		15				96				25.4347
4K/Wolf.jpg		15				192				16.2859
4K/Wolf.jpg		15				384				12.5586
4K/Wolf.jpg		15				576				9.6652
4K/Wolf.jpg		15				768				8.2857
4K/Wolf.jpg		15				960				10.1176
